,producto,precio,precio/kg,none
4102,BROOKLYN TOWN hamburguesas de carne retinto L bolsa 2 uds 130 gr,2.59,9.96/Kg,
4103,BROOKLYN TOWN hamburguesa de carne de raza L bolsa 2 uds 130 gr,2.95,11.35/Kg,
4104,HAAGEN DAZS helado vainilla macadamia con caramelo tarrina 81 gr,2.49,30.74/Kg,
4105,HAAGEN DAZS helado cookies tarrina 78 gr,2.49,31.92/Kg,
4106,HAAGEN DAZS helado fresa tarrina 81 gr,2.49,30.74/Kg,
4107,DIA pizza ricotta y tomate cherry caja 2 x 300 gr,2.95,9.83/Kg,
4108,DIA pizza barbacoa masa fina caja 350 gr,1.99,5.69/Kg,
4109,NESTLE helado mini pirulo tropical caja 6 uds 300 gr,3.99,13.30/Kg,
4110,DIA TEMPTATION helado smoothie de frutas caja 6 uds 330 gr,1.99,6.03/Kg,
4111,"










					DIA MARI MARINERA carne de mejillón cocido bolsa 250 gr",1.99,7.96/Kg,
4112,DIA TEMPTATION helado fresa con trozos barqueta 550 gr,2.25,4.09/Kg,
4113,DIA TEMPTATION helado sabor vainilla barqueta 500 gr,1.35,2.70/Kg,
4114,"










					DIA TEMPTATION helado de menta con virutas de chocolate tarrina 350 gr",2.29,6.54/Kg,
4115,PHILADELPHIA tarta de queso con frambuesas caja 390 gr,6.29,16.13/Kg,
4116,LA COCINERA lasaña de espinacas y queso fresco caja 530 gr,4.55,8.58/Kg,
4117,DIA TEMPTATION helado de yogur sabor fresa y frambuesa caja 6 uds 312 gr,1.89,6.06/Kg,
4118,DIA TEMPTATION helado cono sabor nata caja 6 uds 408 gr,1.49,3.65/Kg,
4119,DIA TEMPTATION helado mini bombón mix caja 12 uds 432 gr,1.99,4.61/Kg,
4120,DIA TEMPTATION helado choco milky caja 6 uds 288 gr,1.39,4.83/Kg,
4121,"










					OREO helado bombón stick sandwich con chocolate milka caja 4 uds 200 gr",3.65,18.25/Kg,
4122,DIA TEMPTATION helado sabor strawberry cheesecake tarrina 350 gr,2.29,6.54/Kg,
4123,DIA TEMPTATION helado cookie dough tarrina 350 gr,2.29,6.54/Kg,
4124,DIA TEMPTATION helado bombón chocolate almendrado caja 6 uds 540 gr,2.09,3.87/Kg,
4125,DIA croquetas de jamón ibérico bolsa 400 gr,1.75,4.38/Kg,
4126,"










					DIA croquetas de bacalao con pimientos del piquillo bolsa 400 gr",2.09,5.23/Kg,
4127,DIA TEMPTATION helado cono sabor nata y chocolate caja 6 uds 408 gr,1.49,3.65/Kg,
4128,DIA TEMPTATION helado cono sabor nata y caramelo caja 6 uds 408 gr,1.49,3.65/Kg,
4129,"










					PESCANOVA calamar limpio bandeja 300 gr",4.49,14.97/Kg,
4130,DIA PATATAS UNIDAS patatas prefritas bolsa 2.5 Kg,2.39,0.96/Kg,
4131,DIA PATATAS UNIDAS patatas finas prefritas bolsa 1 Kg,1.19,1.19/Kg,
4132,DIA PATATAS UNIDAS patatas prefritas bolsa 1 Kg,1.09,1.09/Kg,
4133,DIA PATATAS UNIDAS patatas bravas prefritas bolsa 750 gr,1.25,1.67/Kg,
4134,DIA VEGECAMPO judías verdes redondas bolsa 1 Kg,1.09,1.09/Kg,
4135,DIA VEGECAMPO coliflor bolsa 1 Kg,1.29,1.29/Kg,
4136,DIA VEGECAMPO guisantes bolsa 1 Kg,1.09,1.09/Kg,
4137,DIA VEGECAMPO judías verdes planas bolsa 1 Kg,1.09,1.09/Kg,
4138,"










					DIA VEGECAMPO brócoli bolsa 900 gr",1.19,1.32/Kg,
4139,"










					DIA VEGECAMPO edamame bolsa 500 gr",1.69,3.38/Kg,
4140,DIA PATATAS UNIDAS patatas gajo bolsa 750 gr,1.25,1.67/Kg,
4141,DIA VEGECAMPO brócoli. coliflor y zanahoria bolsa 1 kg,1.89,1.89/Kg,
4142,SIETEM Tronco de navidad estuche 625 gr,4.99,7.98/Kg,
4143,BRIDOR surtido de macarons bandeja 96 gr,3.99,41.56/Kg,
4144,DIA PATATAS UNIDAS batata bolsa 500 gr,2.19,4.38/Kg,
4145,DIA MARI MARINERA gulas clásicas ultracongeladas bandeja 250 gr,2.65,10.60/Kg,
4146,DIA MARI MARINERA gulas con gambas ultracongeladas bandeja 250 gr,2.85,11.40/Kg,
4147,DIA MARI MARINERA nécoras cocidas envase 500 gr,5.99,11.98/Kg,
4148,DIA AL PUNTO croquetas de marisco bolsa 350 gr,1.99,5.69/Kg,
4149,DIA AL PUNTO croquetas de boletus bolsa 350 gr,1.99,5.69/Kg,
4150,DIA VEGECAMPO espinacas cortadas bolsa 450 gr,0.75,1.67/Kg,
4151,"










					DIA AL PUNTO pizza crispy bacon envase 450 gr",2.99,6.64/Kg,
4152,DIA AL PUNTO pizza carbonara envase 465 gr,2.99,6.43/Kg,
4153,DIA AL PUNTO pizza 6 quesos envase 471 gr,2.99,6.36/Kg,
4154,DIA VEGECAMPO ensaladilla bolsa 1 kg,0.79,0.79/Kg,
4155,BONDUELLE salteado mediterráneo bolsa 400 gr,2.69,6.73/Kg,
4156,BONDUELLE salteado parisino bolsa 400 gr,2.69,6.73/Kg,
4157,DR OETKER pizza mía grande jamón y queso caja 400 gr,4.69,11.73/Kg,
4158,DR OETKER pizza mía grande 4 quesos caja 400 gr,4.69,11.73/Kg,
4159,"










					MAGNUM helado bombón doble gold caramelo caja 3 uds 213 gr",3.99,18.73/Kg,
4160,FRIGO helado spiderman stick caja 6 uds de 210 gr,3.99,0.67/ud,
4161,BEN&JERRY'S helado chocolate fudge brownie tarrina 465 ml,6.29,13.53/l,
4162,BEN&JERRY'S helado cookie dough tarrina 465 ml,6.29,13.53/l,
4163,BEN&JERRY'S helado chunky monkey tarrina 465 ml,6.29,13.53/l,
4164,NESTLE helado maxibon waffle caja 4 uds 360 gr,4.75,13.19/Kg,
4165,DIA AL PUNTO quinoa con verduras bolsa 400 gr,2.19,5.48/Kg,
4166,DIA AL PUNTO salteado de verduras bandeja 450 gr,1.19,2.64/Kg,
4167,BONCHEF Alas de pollo bolsa 1 kg,2.95,2.95/Kg,
4168,BONCHEF jamoncitos de pollo envase 1 kg,2.69,2.69/Kg,
4169,DIA AL PUNTO pisto de verduras con tomate bolsa 450 gr,1.89,4.20/Kg,
4170,DIA AL PUNTO Wok de verduras bolsa 450 gr,1.95,4.33/Kg,
4171,DIA TEMPTATION helado sandwich de nata caja 6 uds 300 gr,1.49,4.97/Kg,
4172,DIA AL PUNTO arroz tres delicias bolsa 850 gr,2.19,2.58/Kg,
4173,DIA AL PUNTO risotto al funghi bolsa 500 gr,1.69,3.38/Kg,
4174,DIA TEMPTATION helado de nata y fresa caja 4 uds 180 gr,1.99,11.06/Kg,
4175,DIA TEMPTATION helado sorbete remolino de sabores caja 7 uds 455 gr,1.75,3.85/Kg,
4176,DIA AL PUNTO verduras con cebada al toque de eneldo bolsa 400 gr,1.99,4.98/Kg,
4177,OREO mini helado cono caja 8 uds 160 gr,3.65,16.29/l,
4178,TOBLERONE mini helado bombón caja 6 uds 216 gr,3.65,14.60/l,
4179,DIA AL PUNTO salteado de gambas. ajetes y espárragos verdes bolsa 400 gr,2.39,5.98/Kg,
4180,DIA TEMPTATION helado mini cono chocolate y vainilla caja 8 uds 280 gr,1.89,6.75/Kg,
4181,DIA AL PUNTO braseado de verduras con pollo asado bolsa 400 gr,1.69,4.23/Kg,
4182,DIA TEMPTATION helado mini bombón doble cobertura caja 6 uds 240 gr,2.35,9.79/Kg,
4183,DIA TEMPTATION helado de vainilla con nueces de macadamia tarrina 350 gr,2.29,6.54/Kg,
4184,DIA AL PUNTO parrillada de verduras asadas bolsa 450 gr,1.59,3.53/Kg,
4185,DIA TEMPTATION helado choco brownie con salsa de chocolate tarrina 350 gr,2.29,6.54/Kg,
4186,Tiras de Potón bolsa 400 gr,3.59,8.98/Kg,
4187,Porciones de bacalao sin piel bolsa 600 gr,6.15,10.25/Kg,
4188,FINDUS ensaladilla bolsa 800 gr,3.59,4.49/Kg,
4189,DIA MARI MARINERA varitas de merluza caja 300 gr,1.55,5.17/Kg,
4190,DIA MARI MARINERA filete de merluza argentina sin piel bolsa 400 gr,2.49,6.23/Kg,
4191,DIA MARI MARINERA gambón crudo caja 800 gr,9.99,12.49/Kg,
4192,DIA MARI MARINERA medallones de merluza del cabo bolsa 475 gr,3.49,7.35/Kg,
4193,ALIGATOR cola de camarón cocido bolsa 200 gr,4.15,20.75/Kg,
4194,DIA MARI MARINERA gambas medianas 80/100 piezas bolsa 400 gr,5.09,12.73/Kg,
4195,DIA MARI MARINERA chipirón enharinado bolsa 250 gr,2.69,10.76/Kg,
4196,FINDUS judías verdes planas bolsa 800 gr,3.59,4.49/Kg,
4197,FINDUS Green cuisine nuggets de proteína de guisante y trigo caja 250 gr,4.06,16.24/Kg,
4198,PESCANOVA sepia limpia bandeja 350 gr,5.89,16.83/Kg,
4199,FRIGO helado Star Wars caja 6 uds 510 gr,2.99,5.86/Kg,
4200,MY LITTLE PONY helado de vainilla y fresa caja 4 uds 168 gr,1.49,8.87/Kg,
4201,DIA MARI MARINERA gamba pelada grande bolsa 400 gr,6.25,15.63/Kg,
4202,FINDUS guisantes finos bolsa 800 gr,3.59,4.49/Kg,
4203,FINDUS guisantes superfinos bolsa 550 gr,2.99,5.44/Kg,
4204,BEN&JERRY helado the fan favourites collection pack 4 uds 100 ml,6.39,15.98/l,
4205,VICI gyozas de pollo bolsa 400 gr,3.59,8.98/Kg,
4206,DIA MARI MARINERA preparado para paellas y sopas bolsa 685 gr,3.99,5.82/Kg,
4207,HAAGEN DAZS helado duo chocolate y vainilla tarrina 380 gr,6.29,14.98/l,
4208,HAAGEN DAZS helado caramel collection mini cups caja 4 uds 321 gr,6.59,17.34/l,
4209,DIA AL PUNTO croquetas de cocido bolsa 350 gr,1.59,4.54/Kg,
4210,DIA SELECCIÓN MUNDIAL lomos de salmón envase 250 gr,4.79,19.16/Kg,
4211,"










					DIA AL PUNTO croquetas de jamón bolsa 500 gr",0.99,1.98/Kg,
4212,DIA MARI MARINERA buey de mar cocido pieza 500 gr,5.99,11.98/Kg,
4213,DIA MARI MARINERA cigalas crudas 10/12 bandeja 500 gr,7.99,15.98/Kg,
4214,DIA AL PUNTO croquetas de chipirón bolsa 350 gr,1.99,5.69/Kg,
4215,DIA AL PUNTO lasaña boloñesa bandeja 300 gr,1.15,3.83/Kg,
4216,"










					LA COCINERA empanadillas de atún caja 312 gr",3.99,12.79/Kg,
4217,"










					LA COCINERA canelones de carne caja 530 gr",4.55,8.58/Kg,
4218,DIA VEGECAMPO menestra de verduras bolsa 1 kg,1.05,1.05/Kg,
4219,DIA mini empanadillas de bonito bolsa 400 gr,1.29,3.23/Kg,
4220,DIA empanadillas de bonito caja 8 uds 250 gr,0.85,3.40/Kg,
4221,"DIA MARI MARINERA palitos de surimi ultracongelados envase 450 gr


1.79",1.49,"

3.98/Kg.
3.31/Kg.

","		1.49 €



"
4222,"










					NESTLE helado maxibon nata caja 4 uds 384 gr",4.75,11.64/Kg,
4223,DIA MARI MARINERA filetes de bacalao envase 400 gr,4.49,11.23/Kg,
4224,DIA MARI MARINERA anillas de calamar a la romana bolsa 400 gr,2.99,7.48/Kg,
4225,DIA VEGECAMPO alcachofa troceada bolsa 400 gr,1.79,4.48/Kg,
4226,DIA MARI MARINERA muslitos de mar caja 250 gr,1.45,5.80/Kg,
4227,DIA masa de hojaldre extendida caja 500 gr,1.39,2.78/Kg,
4228,DIA TEMPTATION helado bombón classic caja 4 uds 360 gr,1.69,4.69/Kg,
4229,DIA TEMPTATION helado bombón chocolate negro caja 4 uds 334 gr,1.69,5.06/Kg,
4230,DIA TEMPTATION helado bombón chocolate blanco caja 4 uds 360 gr,1.69,4.69/Kg,
4231,DIA canelones de carne caja 600 gr,2.25,3.75/Kg,
4232,DR OETKER pannini barbacoa caja 250 gr ,2.89,11.56/Kg,
4233,"










					SOMOSIERRA nata montada congelada tarrina 240 gr ",1.39,5.79/Kg,
4234,"










					SOMOSIERRA helado sandwich nata y chocolate caja 6 uds 300 gr",2.25,7.50/Kg,
4235,LA COCINERA lasaña de carne caja 530 gr,4.55,8.58/Kg,
4236,"










					PESCANOVA surfers de merluza rebozada caja 400 gr",2.99,7.48/Kg,
4237,DIA baguette jamón y queso pack 2 uds,1.45,5.80/Kg,
4238,MAGNUM helado bombón after dinner classic caja 10 uds 290 gr,4.85,16.72/Kg,
4239,"










					PESCANOVA caprichos a la romana bolsa 400 gr",2.19,5.48/Kg,
4240,"BONTE gel fijador extra fuerte efecto mojado tubo 200 ml
",1.79,8.95/l,
4241,"










					SANEX desodorante dermo invisible spray 200 ml",2.99,14.95/l,
4242,LICOR DEL POLO pasta dentífrica 2 en 1 menta fresca bote 75 ml,2.19,29.20/l,
4243,LICOR DEL POLO pasta dentífrica 2 en 1 blanqueador avanzado bote 75 ml,2.19,29.20/l,
4244,REXONA desodorante aloe vera fresh spray 200 ml,3.49,17.45/l,
4245,ACTIBEL esponja de baño doble acción bolsa 1 ud,1.99,1.99/ud,
4246,L'OREAL Revitalift crema de día antiarrugas + firmeza tarro 50 ml,12.49,249.80/l,
4247,"










					BINACA pasta dentífrica antiplaca tubo 75 ml",1.95,26.00/l,
4248,NELLY laca Clásica spray 600 ml,2.65,4.42/l,
4249,BONTE espuma de afeitar piel sensible spray 250 ml,0.89,3.56/l,
4250,BONTE gel de afeitar piel sensible spray 250 ml,1.79,7.16/l,
4251,DOVE desodorante rollo on original envase 50ml,2.19,43.80/l,
4252,"BONTE aceite corporal aloe vera bote 500 ml
",2.25,4.50/l,
4253,NIVEA dry desodorante confort roll on 50 ml,1.99,39.80/l,
4254,REXONA desodorante algodón spray 200 ml,3.49,17.45/l,
4255,COLGATE pasta dentífrica max white con micro cristales blancos tubo 75 ml,2.29,30.53/l,
4256,BONTE pasta dentífrica 2 en 1 efecto blanqueador bote 100 ml,0.89,8.90/l,
4257,BONTE pasta dentífrica 2 en 1 herbal fresh bote 100 ml,0.89,8.90/l,
4258,"










					COLGATE pasta dentífrica herbal tubo 75 ml",1.79,23.87/l,
4259,BONTE espuma rizos perfectos spray 300 ml,1.99,6.63/l,
4260,"BONTE gel de ducha fragancia clásica piel normal bote 750 ml
",1.39,1.85/l,
4261,BONTE leche desmaquillante para todo tipo de piel bote 250 ml,0.99,3.96/l,
4262,BONTE tónico facial pata todo tipo de piel bote 250ml,0.99,3.96/l,
4263,"










					EVAX Cottonlike compresa super con alas bolsa 12 uds",2.89,0.24/ud,
4264,"










					MAGNO gel de ducha classic bote 800 ml",3.89,4.86/l,
4265,PROFIDEN pasta dentífrica anticaries tubo 75 ml,1.19,15.87/l,
4266,DOVE body milk nutricion esencial piel seca frasco 400ml,4.49,11.23/l,
4267,"










					COLGATE Total pasta dentífrica original tubo 75 ml",2.65,35.33/l,
4268,COLGATE Total pasta dentífrica blanqueador tubo 75 ml,2.65,35.33/l,
4269,COLGATE PLAX enjuague bucal multiprotección botella 500ml,4.55,9.10/l,
4270,COLGATE cepillo dental medio 360º blíster 1 ud,3.29,3.29/ud,
4271,COLGATE Total pasta dentífrica encías sanas tubo 75 ml,3.29,43.87/l,
4272,REXONA Men desodorante cobalt blue spray 200 ml,3.49,17.45/l,
4273,BONTE Men loción refrescante after shave frasco 100 ml,1.99,19.90/l,
4274,"










					BONTE Men bálsamo after shave frasco 100 ml",1.99,19.90/l,
4275,CAREFREE protege slipss flexiform paquete 30 ud,1.99,0.07/ud,
4276,BONTE gel frio para pies tubo 200ml,2.55,12.75/l,
4277,BONTE solución única para lentes de contacto bote 360 ml,4.25,11.81/l,
4278,NIVEA desodorante dry comfort spray 200 ml,2.99,14.95/l,
4279,DIA SUPER PACO toallitas limpiagafas caja 30 uds,1.69,0.06/ud,
4280,"










					LISTERINE enjuague bucal cuidado total botella 500 ml",5.79,11.58/l,
4281,BABYSMILE esponja natural bebe bolsa 1 unidad,3.80,3.80/ud,
4282,"TENA Lady compresas de incontinencia extra paquete 10 uds
",3.99,0.40/ud,
4283,NIVEA VISAGE crema hidratante Q10 plus tarro 50 ml,8.15,163.00/l,
4284,BONTE compresas de incontinencia extra bolsa 20 uds,4.09,0.20/ud,
4285,BONTE colonia lavanda bote 750 ml,1.55,2.07/l,
4286,BONTE colonia spring botella 750 ml,1.55,2.07/l,
4287,NIVEA crema corporal nutritiva piel muy seca botella 500 ml,5.49,10.98/l,
4288,POLIDENT crema fijadora para protesis dental tubo 40 gr,5.19,129.75/Kg,
4289,SENSODYNE pasta dentífrica protección diaria tubo 75 ml,3.79,50.53/l,
4290,NIVEA men desodorante dry impact spray 200 ml,2.99,14.95/l,
4291,"TIMOTEI champú fresco y fuerte cabello normal bote 400 ml
",3.49,8.73/l,
4292,"BONTE gel anticelulítico tubo 200 ml
",4.45,22.25/l,
4293,BONTE discos desmaquillantes doble cara bolsa 120 uds,0.89,0.89/ud,
4294,BABYSMILE cepillo dental infantil 3-6 años blister 1 unidad,0.95,0.95/ud,
4295,"PONDS crema facial S nutritiva antiarrugas pieles secas tarro 50 ml
",6.99,139.80/l,
4296,"PONDS crema facial triple acción 3A antiarrugas/manchas/flacidez tarro 50ml

",6.99,139.80/l,
4297,"PONDS Institute crema facial hidronutritiva piel normal a seca tarro 50 ml
",6.99,139.80/l,
4298,"ELVIVE crema suavizante color vive cabello teñido frasco 250 ml



2.99",2.39,"

11.96/l.
9.56/l.

","		-20%



"
4299,BONTE crema de manos hidratante con aloe tubo 150 ml,1.15,7.67/l,
4300,"BONTE protege slips duoform paquete 30 uds
",1.19,1.19/ud,
4301,BONTE crema corporal nutritiva piel seca bote 500 ml,2.09,4.18/l,
4302,DIA crema corporal hidratante todo tipo de piel bote 500 ml,2.09,4.18/l,
4303,NATURAL HONEY gel de baño hidratante con aceite almendras  botella 750 ml,2.19,2.92/l,
4304,BONTE quitaesmalte acetona botella 250 ml,1.39,5.56/l,
4305,CAREFREE protegeslips maxi paquete 48 ud,2.89,0.06/ud,
4306,GLISS mascarilla capilar Extrabrillo dosificador 150 ml,4.85,32.33/l,
4307,DENIVIT pasta dentífrica antimanchas tubo 50  ml,1.99,39.80/l,
4308,L'OREAL Men expert crema facial hydra 5 acciones dosificador 50 ml,9.95,199.00/l,
4309,REXONA desodorante invisible aqua spray 200 ml,3.49,17.45/l,
4310,"BONTE gel de ducha relajante zen piel normal bote 750 ml

",1.69,2.25/l,
4311,"BONTE gel de ducha spa purificante piel normal bote 750 ml

",1.39,1.85/l,
4312,BONTE gel anticelulítico vientre plano tubo 200 ml,4.45,22.25/l,
4313,BONTE mascarilla capilar brillo cabello normal tarro 300 ml,2.39,7.97/l,
4314,"










					COLGATE cepillo dental extracleam blister 4 unidades",2.69,0.67/ud,
4315,COLGATE cepillo dental medio 360º blíster 1 ud,3.29,3.29/ud,
4316,"LA TOJA espuma de afeitar pieles sensibles spray 250 ml + 50 ml 
",2.89,9.63/l,
4317,DOVE desodorante original spray 200 ml,3.29,16.45/l,
4318,"DOVE desodorante invisible dry spray 200 ml
",3.29,16.45/l,
4319,"DOVE desodorante go fresh spray 200 ml
",3.29,16.45/l,
4320,BONTE povidona iodada 10% botella 125 ml,1.75,14.00/l,
4321,REXONA desodorante tropical spray 200 ml,3.49,17.45/l,
4322,LISTERINE enjuague bucal mentol botella 500 ml,5.49,10.98/l,
4323,SENSODYNE pasta dentifrica blanqueante tubo 75ml,3.79,50.53/l,
4324,COLGATE pasta dentífrica max fresh con cristales refrescantes tubo 75 ml,2.29,30.53/l,
4325,MOUSSEL gel de baño clásico envase 600 ml,3.19,5.32/l,
4326,"BONTE toallitas desmaquillantes para pieles sensibles envase 30 uds
",1.35,1.35/ud,
4327,ORALB cepillo dental cross action 1 unidad,2.99,2.99/ud,
4328,DOVE locion corporal intensiva piel extra seca bote 400 ml,4.29,10.73/l,
4329,BONTE enjuague bucal blanqueador botella 500 ml,1.55,3.10/l,
4330,BONTE enjuague bucal sensicare protección de encias botella 500 ml,1.55,3.10/l,
4331,"BONTE maquinilla desechable 2 hojas cabezal basculante bolsa 10 uds
",2.19,0.22/ud,
4332,BONTE maquinilla desechable mujer doble hoja bolsa 10 unidades,2.10,0.21/ud,
4333,BONTE enjuague bucal protección total botella 500 ml,1.55,3.10/l,
4334,"GILLETTE Blue 3 maquinilla desechable 3 hojas bolsa 4 + 1 gratis 
",4.79,0.96/ud,
4335,"










					DOVE desodorante invisible dry roll on 50 ml
",2.19,43.80/l,
4336,EVAX protege slips maxi caja 38 uds,2.79,0.08/ud,
4337,REXONA Men desodorante invisible ice fresh spray 200 ml,3.49,17.45/l,
4338,CLEAN & CLEAR gel limpiador facial diario antiespinillas tubo 150 ml,7.69,51.27/l,
4339,LISTERINE enjuague bucal dientes y encias botella 500 ml,5.49,10.98/l,
4340,NIVEA Men desodorante dry impact plus roll on 50 ml,1.99,39.80/l,
4341,NATURAL HONEY loción corporal hidratante piel normal/seca bote 400 ml,4.55,11.38/l,
4342,"










					NATURAL HONEY loción corporal extra nutritiva piel muy seca bote 400 ml",4.55,11.38/l,
4343,"BONTE gel de ducha thermal care piel normal bote 750 ml
",1.39,1.85/l,
4344,"BONTE gel de ducha aloe vera regenerante piel normal bote 750 ml
",1.39,1.85/l,
4345,"










					SANEX desodorante dermo extra control roll on 50 ml",1.99,39.80/l,
4346,"










					SANEX desodorante dermo sensitive roll on 50 ml",1.99,39.80/l,
4347,BONTE gel limpiador de manos higienizante bote 100 ml,1.89,18.90/l,
4348,CAREFREE protege slips normal cotton fragancia fresca caja 40 + 4 uds,2.09,2.09/ud,
4349,ELVIVE mascarilla capilar color vive tarro 300 ml,4.89,16.30/l,
4350,"ELVIVE mascarilla capilar total repair 5 tarro 300 ml


4.79",3.83,"

15.97/l.
12.77/l.

","		-20%



"
4351,EVAX Cottonlike compresa super plus con alas bolsa 10 uds,2.89,0.24/ud,
4352,BONTE protege slips plegado normal caja 30 uds,1.59,0.05/ud,
4353,COLGATE cepillo dental max white blíster 2 uds,2.99,2.99/ud,
4354,NIVEA Men sensitive bálsamo after shave 100 ml,4.99,49.90/l,
4355,NIVEA crema de día nutritivo hidratante piel seca tarro 50 ml,6.99,139.80/l,
4356,LACTOVIT desodorante original spray 200 ml,2.35,11.75/l,
4357,GARNIER Skin naturals leche desmaquillante rostro y ojos bote 200 ml,3.29,16.45/l,
4358,NIVEA crema corporal aceite de oliva piel seca frasco 400ml,3.39,8.48/l,
4359,BONTE spray Protector del Calor spray 300 ml,3.39,11.30/l,
4360,L'OREAL Revitalift crema de noche antiarrugas + firmeza tarro 50 ml,9.99,199.80/l,
4361,BONTE esponja de baño pack 3 unidades,1.39,0.46/ud,
4362,"BONTE guante exfoliante bolsa 1 ud
",2.19,2.19/ud,
4363,CAREFREE protege slips maxi fresh caja 36 uds,1.99,0.06/ud,
4364,BONTE gel de ducha proteínas de la leche piel muy seca bote 1.5 lt,2.19,1.46/l,
4365,BONTE tampones compactos con aplicador normal paquete 32 ud,2.39,0.07/ud,
4366,BONTE tampón compacto con aplicador super paquete 32 ud,2.39,0.07/ud,
4367,FRUCTIS champú hidra rizos frasco 300 ml,2.99,9.97/l,
4368,"BONTE mousse volumen total fuerte spray 300 ml
",1.99,6.63/l,
4369,"










					EVAX protege slips normal caja 62 uds",3.29,0.05/ud,
4370,PALETTE INTENSIVE CREME tinte Rubio Claro Nº 8 caja 1 ud,4.59,4.59/ud,
4371,EVAX fina y segura compresa normal sin alas bolsa 24 uds,2.99,0.12/ud,
4372,VEET crema depilatoria piel normal 200 ml,5.09,25.45/l,
4373,VEET crema depilatoria piel sensible 200 ml,6.99,34.95/l,
4374,WILLIAMS desodorante ice blue stick 75 ml,2.19,29.20/l,
4375,LICOR DEL POLO Junior pasta dentífrica 2 en 1 fresa +6 años bote 75 ml,2.19,29.20/l,
4376,NATURAL HONEY loción corporal elixir de juventud 7 en 1 bote 330 ml,4.55,13.79/l,
4377,BONTE champú familiar cabello normal botella 1 L,1.09,1.09/l,
4378,"










					GARNIER SKIN NATURALS desmaquillador ojos frasco 125 ml",3.29,21.93/l,
4379,TAMPAX Compak tampón super plus caja 22 uds,4.29,0.20/ud,
4380,CHILLY gel íntimo formula fresca bote 250 ml,3.55,14.20/l,
4381,CHILLY gel íntimo delicado formula suave bote 250 ml,3.55,14.20/l,
4382,GIORGI LINE gel fijación xtrema tubo 165 ml,2.79,18.60/l,
4383,PALETTE INTENSIVE CREME tinte Negro Nº 1 caja 1 ud,4.59,4.59/ud,
4384,PALETTE INTENSIVE CREME tinte Negro Azulado Nº 1.1 caja 1 ud,4.59,4.59/ud,
4385,PALETTE INTENSIVE CREME tinte Rubio Oscuro Nº 6 caja 1 ud,4.59,4.59/ud,
4386,PALETTE INTENSIVE CREME tinte Castaño Oscuro Nº 3 caja 1 ud,4.59,4.59/ud,
4387,PALETTE INTENSIVE CREME tinte Castaño Medio Chocolate Nº 3.65 caja 1 ud,4.59,4.59/ud,
4388,"COLOR SENSATION tinte Chocolate  Nº 4.15 caja 1 ud
",3.99,3.99/ud,
