,producto,precio,cantidad,medida,categoria,supermercado
172,Salsa brava picante Hacendado,0.85,0.32,kg,salsa brava,mercadona
174,Salsa cocktail Hacendado,1.2,0.5,L,salsa,mercadona
175,Salsa cocktail Hacendado,1.25,0.46,L,salsa,mercadona
176,Salsa gajos rustica Hacendado,1.25,0.25,L,salsa,mercadona
177,Salsa especiada Lea & Perrins,2.15,0.15,L,salsa,mercadona
178,Salsa picante Mc. Ilhenny Tabasco,2.59,0.057,L,tabasco,mercadona
179,Salsa de trufas,2.95,0.08,kg,trufas,mercadona
180,Salsa ranchera Hacendado,1.25,0.25,L,salsa ranchera,mercadona
182,Salsa curry Hacendado,1.45,0.25,L,curry,mercadona
184,Mojo rojo suave canario Hacendado,1.85,0.2,kg,mojo canario,mercadona
185,Agua mineral grande Bezoya,3.66,9.0,L,agua mineral,mercadona
186,Agua mineral grande Bezoya,0.61,5.0,L,agua mineral,mercadona
187,Agua mineral grande Nestle Aquarel,1.19,5.0,L,agua mineral,mercadona
188,Agua mineral grande Nestle Aquarel,2.76,9.0,L,agua mineral,mercadona
189,Agua mineral grande Nestle Aquarel,0.49,5.0,L,agua mineral,mercadona
190,Agua mineral grande Font Vella,3.42,9.0,L,agua mineral,mercadona
191,Agua mineral grande Font Vella,0.6,5.0,L,agua mineral,mercadona
192,Agua mineral pequena Fondetal tapon infantil,1.8,1.98,L,agua mineral,mercadona
193,Agua mineral pequena Fondetal tapon infantil,0.3,0.33,L,agua mineral,mercadona
194,Agua mineral grande Solan de Cabras,4.2,9.0,L,agua mineral,mercadona
195,Agua mineral grande Solan de Cabras,0.72,5.0,L,agua mineral,mercadona
196,Agua mineral grande Lanjaron,3.0,9.0,L,agua mineral,mercadona
197,Agua mineral grande Lanjaron,0.53,5.0,L,agua mineral,mercadona
198,Agua mineral grande Aguadoy,0.73,8.0,L,agua mineral,mercadona
199,Agua mineral grande Aguadoy,0.56,6.0,L,agua mineral,mercadona
200,Agua mineral grande Aguadoy,1.08,9.0,L,agua mineral,mercadona
201,Agua mineral grande Aguadoy,0.18,5.0,L,agua mineral,mercadona
202,Agua mineral mediana Aguadoy,1.92,6.0,L,agua mineral,mercadona
203,Agua mineral mediana Aguadoy,0.32,1.0,L,agua mineral,mercadona
204,Agua mineral pequena Aguadoy,0.96,3.0,L,agua mineral,mercadona
205,Agua mineral pequena Aguadoy,0.16,0.5,L,agua mineral,mercadona
206,Agua mineral pequena Aguadoy tapon infantil,1.08,1.98,L,agua mineral,mercadona
207,Agua mineral pequena Aguadoy tapon infantil,0.18,0.33,L,agua mineral,mercadona
208,Agua mineral grande Fondetal,2.4,12.0,L,agua mineral,mercadona
209,Agua mineral grande Fondetal,0.4,2.0,L,agua mineral,mercadona
210,Agua mineral mediana Fondetal,2.16,6.0,L,agua mineral,mercadona
211,Agua mineral mediana Fondetal,0.36,1.0,L,agua mineral,mercadona
212,Agua mineral pequena Fondetal,1.08,3.0,L,agua mineral,mercadona
213,Agua mineral pequena Fondetal,0.18,0.5,L,agua mineral,mercadona
214,Agua mineral grande Liviana,3.06,12.0,L,agua mineral,mercadona
215,Agua mineral grande Liviana,0.55,2.0,L,agua mineral,mercadona
216,Agua-Fruta de frutos rojos Hacendado,0.7,1.0,L,agua otro,mercadona
217,Agua-Fruta de limon Hacendado,0.7,1.0,L,agua otro,mercadona
218,Agua de coco Chaokoh 100% natural,2.4,1.0,L,agua otro,mercadona
219,Agua de coco Chaokoh 100% natural,1.3,0.33,L,agua otro,mercadona
220,Agua mineral con gas grande Vichy Catalan,1.18,1.0,L,agua mineral,mercadona
221,Agua mineral con gas pequena Vichy Catalan,4.99,1.5,L,agua mineral,mercadona
222,Agua de soda con sifon La Casa,1.29,5.0,L,agua otro,mercadona
223,Agua mineral con gas grande Aguadoy,1.86,9.0,L,agua mineral,mercadona
224,Agua mineral con gas grande Aguadoy,0.31,5.0,L,agua mineral,mercadona
225,Agua mineral con gas pequena Aguadoy,1.14,3.0,L,agua mineral,mercadona
226,Agua mineral con gas pequena Aguadoy,0.19,0.5,L,agua mineral,mercadona
227,Agua mineral con gas grande Parot,4.2,6.0,L,agua mineral,mercadona
228,Agua mineral con gas grande Parot,0.7,1.0,L,agua mineral,mercadona
229,Gaseosa Hacendado grande,0.26,5.0,L,gaseosa,mercadona
230,Gaseosa Hacendado pequena,1.2,3.0,L,gaseosa,mercadona
231,Gaseosa Hacendado pequena,0.2,0.5,L,gaseosa,mercadona
232,Gaseosa La Casera grande,1.96,3.0,L,gaseosa,mercadona
233,Gaseosa La Casera grande,1.0,5.0,L,gaseosa,mercadona
234,Bebida isotonica limon Aquarius,1.72,5.0,L,bebida isotonica,mercadona
235,Bebida isotonica limon Aquarius,5.92,2.64,L,bebida isotonica,mercadona
236,Bebida isotonica limon Aquarius,0.78,0.33,L,bebida isotonica,mercadona
237,Bebida isotonica sabor citrico Iso drink,0.82,5.0,L,bebida isotonica,mercadona
238,Bebida isotonica sabor citrico Iso drink,1.92,1.98,L,bebida isotonica,mercadona
239,Bebida isotonica sabor citrico Iso drink,0.32,0.33,L,bebida isotonica,mercadona
240,Bebida isotonica naranja Aquarius,1.72,5.0,L,bebida isotonica,mercadona
241,Bebida isotonica naranja Aquarius,5.92,2.64,L,bebida isotonica,mercadona
242,Bebida isotonica naranja Aquarius,0.78,0.33,L,bebida isotonica,mercadona
243,Bebida isotonica limon Aquarius zero azucar,1.72,5.0,L,bebida isotonica,mercadona
244,Bebida isotonica de naranja Iso drink,0.82,5.0,L,bebida isotonica,mercadona
245,Bebida isotonica de naranja Iso drink,1.92,1.98,L,bebida isotonica,mercadona
246,Bebida isotonica de naranja Iso drink,0.32,0.33,L,bebida isotonica,mercadona
247,Bebida isotonica Iso On blue Hacendado,1.17,5.0,L,bebida isotonica,mercadona
248,Bebida isotonica Iso On blue Hacendado,0.45,0.5,L,bebida isotonica,mercadona
249,Bebida isotonica azul Powerade,1.2,0.5,L,bebida isotonica,mercadona
250,Bebida isotonica soluble Enervit Sport sabor limon,3.0,1.5,kg,bebida isotonica,mercadona
251,Bebida isotonica Iso On red Hacendado,0.45,0.5,L,bebida isotonica,mercadona
252,Bebida energetica light Hacendado,0.39,0.25,L,bebida energetica,mercadona
253,Bebida energetica Energy Ultra zero Monster,4.4,2.0,L,bebida energetica,mercadona
254,Bebida energetica Energy Ultra zero Monster,1.49,0.5,L,bebida energetica,mercadona
256,Bebida energetica energy Monster,4.4,2.0,L,bebida energetica,mercadona
257,Bebida energetica Energy Monster,1.49,0.5,L,bebida energetica,mercadona
258,Bebida energetica Energy Drink,1.25,5.0,L,bebida energetica,mercadona
259,Bebida energetica Energy Drink,0.57,0.5,L,bebida energetica,mercadona
260,Bebida energetica Energy Drink,2.34,1.5,L,bebida energetica,mercadona
261,Bebida energetica Energy Drink,0.39,0.25,L,bebida energetica,mercadona
262,Bebida energetica Red Bull,4.2,1.0,L,bebida energetica,mercadona
263,Bebida energetica Red Bull,1.15,0.25,L,bebida energetica,mercadona
264,Bebida energetica original Burn,3.0,2.0,L,bebida energetica,mercadona
265,Bebida energetica original Burn,1.02,0.5,L,bebida energetica,mercadona
266,Bebida energetica sabor guarana Energy Drink,0.75,0.5,L,bebida energetica,mercadona
267,Bebida energetica sabor guarana Energy Drink,0.5,0.25,L,bebida energetica,mercadona
268,Bebida energetica sabor cereza Energy Drink,0.75,0.5,L,bebida energetica,mercadona
269,Bebida energetica sabor cereza Energy Drink,0.5,0.25,L,bebida energetica,mercadona
272,Bebida energetica Mango Loco Monster,4.4,2.0,L,bebida energetica,mercadona
273,Bebida energetica Mango Loco Monster,1.49,0.5,L,bebida energetica,mercadona
274,Refresco Coca-Cola,3.16,4.0,L,cocacola,mercadona
275,Refresco Coca-Cola,1.8,2.0,L,cocacola,mercadona
276,Refresco Coca-Cola,1.38,25.0,L,cocacola,mercadona
277,Refresco Coca-Cola,3.96,2.0,L,cocacola,mercadona
278,Refresco Coca-Cola,1.2,0.5,L,cocacola,mercadona
279,Refresco Coca-Cola,7.92,3.96,L,cocacola,mercadona
280,Refresco Coca-Cola,0.75,0.33,L,cocacola,mercadona
281,Refresco cola Hacendado,0.51,2.0,L,cocacola,mercadona
282,Refresco cola Hacendado,2.4,3.0,L,cocacola,mercadona
283,Refresco cola Hacendado,0.4,0.5,L,cocacola,mercadona
284,Refresco cola Hacendado,1.56,1.98,L,cocacola,mercadona
285,Refresco cola Hacendado,0.26,0.33,L,cocacola,mercadona
286,Refresco cola Pepsi,1.2,75.0,L,cocacola,mercadona
287,Refresco cola Pepsi,6.6,3.96,L,cocacola,mercadona
288,Refresco cola Pepsi,0.58,0.33,L,cocacola,mercadona
289,Refresco Coca-Cola Zero azucar,7.92,3.96,L,cocacola,mercadona
290,Refresco Coca-Cola Zero azucar,0.75,0.33,L,cocacola,mercadona
291,Refresco Coca-Cola Zero azucar,3.16,4.0,L,cocacola,mercadona
292,Refresco Coca-Cola Zero azucar,1.8,2.0,L,cocacola,mercadona
293,Refresco Coca-Cola Zero azucar,1.38,25.0,L,cocacola,mercadona
294,Refresco Coca-Cola Zero azucar,3.96,2.0,L,cocacola,mercadona
295,Refresco Coca-Cola Zero azucar,1.2,0.5,L,cocacola,mercadona
296,Refresco Coca-Cola Zero Zero,7.92,3.96,L,cocacola,mercadona
297,Refresco Coca-Cola Zero Zero,0.75,0.33,L,cocacola,mercadona
298,Refresco Coca-Cola Zero Zero,3.16,4.0,L,cocacola,mercadona
299,Refresco Coca-Cola Zero Zero,1.8,2.0,L,cocacola,mercadona
300,Refresco cola Hacendado Zero azucar,0.51,2.0,L,cocacola,mercadona
301,Refresco cola Hacendado Zero azucar,2.4,3.0,L,cocacola,mercadona
302,Refresco cola Hacendado Zero azucar,0.4,0.5,L,cocacola,mercadona
303,Refresco cola Hacendado Zero azucar,1.56,1.98,L,cocacola,mercadona
304,Refresco cola Hacendado Zero azucar,0.26,0.33,L,cocacola,mercadona
305,Refresco cola Hacendado Zero azucar Zero cafeina,0.51,2.0,L,cocacola,mercadona
306,Refresco cola Hacendado Zero azucar Zero cafeina,1.56,1.98,L,cocacola,mercadona
307,Refresco cola Hacendado Zero azucar Zero cafeina,0.26,0.33,L,cocacola,mercadona
308,Refresco cola Pepsi Max zero,4.48,2.64,L,cocacola,mercadona
309,Refresco cola Pepsi Max zero,0.58,0.33,L,cocacola,mercadona
310,Refresco cola Pepsi Max zero,1.2,75.0,L,cocacola,mercadona
311,Refresco Coca-Cola light sin cafeina,0.75,0.33,L,cocacola,mercadona
312,Refresco Coca-Cola light,1.8,2.0,L,cocacola,mercadona
313,Refresco Coca-Cola light,7.92,3.96,L,cocacola,mercadona
314,Refresco Coca-Cola light,0.75,0.33,L,cocacola,mercadona
315,Refresco cola Pepsi light sin cafeina,1.15,75.0,L,cocacola,mercadona
316,Refresco Coca-Cola Zero Zero,7.92,3.96,L,cocacola,mercadona
317,Refresco Coca-Cola Zero Zero,0.75,0.33,L,cocacola,mercadona
318,Refresco Coca-Cola Zero Zero,3.16,4.0,L,cocacola,mercadona
319,Refresco Coca-Cola Zero Zero,1.8,2.0,L,cocacola,mercadona
320,Refresco Coca-Cola sin cafeina,0.75,0.33,L,cocacola,mercadona
321,Refresco Coca-Cola sin cafeina,1.8,2.0,L,cocacola,mercadona
322,Refresco Coca-Cola light sin cafeina,0.75,0.33,L,cocacola,mercadona
323,Refresco cola Hacendado Zero azucar Zero cafeina,0.51,2.0,L,cocacola,mercadona
324,Refresco cola Hacendado Zero azucar Zero cafeina,1.56,1.98,L,cocacola,mercadona
325,Refresco cola Hacendado Zero azucar Zero cafeina,0.26,0.33,L,cocacola,mercadona
326,Refresco cola Pepsi light sin cafeina,1.15,75.0,L,cocacola,mercadona
327,Refresco Fanta limon,1.52,2.0,L,refresco limon,mercadona
328,Refresco Fanta limon,4.05,2.97,L,refresco limon,mercadona
329,Refresco Fanta limon,0.57,0.33,L,refresco limon,mercadona
330,Refresco Fanta limon zero azucares anadidos,0.57,0.33,L,refresco limon,mercadona
331,Refresco de limon Hacendado fresh gas,0.63,2.0,L,refresco limon,mercadona
332,Refresco de limon Hacendado fresh gas,2.7,3.0,L,refresco limon,mercadona
333,Refresco de limon Hacendado fresh gas,0.45,0.5,L,refresco limon,mercadona
334,Refresco de limon Hacendado fresh gas,1.68,1.98,L,refresco limon,mercadona
335,Refresco de limon Hacendado fresh gas,0.28,0.33,L,refresco limon,mercadona
336,Refresco de limon Hacendado zero azucar fresh gas,0.7,2.0,L,refresco limon,mercadona
337,Refresco de limon Hacendado zero azucar fresh gas,1.8,1.98,L,refresco limon,mercadona
338,Refresco de limon Hacendado zero azucar fresh gas,0.3,0.33,L,refresco limon,mercadona
339,Refresco limon Schweppes original,6.24,2.64,L,refresco limon,mercadona
340,Refresco limon Schweppes original,0.79,0.33,L,refresco limon,mercadona
341,Refresco de limon Hacendado con gas,0.4,0.33,L,refresco limon,mercadona
342,Refresco lima limon Sprite,1.0,2.0,L,refresco limon,mercadona
343,Refresco lima limon Sprite,3.6,2.64,L,refresco limon,mercadona
344,Refresco lima limon Sprite,0.48,0.33,L,refresco limon,mercadona
345,Refresco lima limon 7 Up,1.13,2.0,L,refresco limon,mercadona
346,Refresco lima limon 7 Up,3.87,2.97,L,refresco limon,mercadona
347,Refresco lima limon 7 Up,0.48,0.33,L,refresco limon,mercadona
348,Refresco lima limon Hacendado fresh gas,0.63,2.0,L,refresco limon,mercadona
349,Refresco lima limon Hacendado fresh gas,1.68,1.98,L,refresco limon,mercadona
350,Refresco lima limon Hacendado fresh gas,0.28,0.33,L,refresco limon,mercadona
351,Refresco lima limon Hacendado zero azucar fresh gas,0.7,2.0,L,refresco limon,mercadona
352,Refresco lima limon Hacendado zero azucar fresh gas,1.8,1.98,L,refresco limon,mercadona
353,Refresco lima limon Hacendado zero azucar fresh gas,0.3,0.33,L,refresco limon,mercadona
354,Refresco Fanta naranja,2.28,4.0,L,refresco naranja,mercadona
355,Refresco Fanta naranja,1.49,2.0,L,refresco naranja,mercadona
356,Refresco Fanta naranja,4.05,2.97,L,refresco naranja,mercadona
357,Refresco Fanta naranja,0.56,0.33,L,refresco naranja,mercadona
358,Refresco Fanta naranja zero azucares anadidos,1.19,2.0,L,refresco naranja,mercadona
359,Refresco Fanta naranja zero azucares anadidos,0.56,0.33,L,refresco naranja,mercadona
360,Refresco de naranja Hacendado fresh gas,0.63,2.0,L,refresco naranja,mercadona
361,Refresco de naranja Hacendado fresh gas,2.7,3.0,L,refresco naranja,mercadona
362,Refresco de naranja Hacendado fresh gas,0.45,0.5,L,refresco naranja,mercadona
363,Refresco de naranja Hacendado fresh gas,1.68,1.98,L,refresco naranja,mercadona
364,Refresco de naranja Hacendado fresh gas,0.28,0.33,L,refresco naranja,mercadona
365,Refresco de naranja Hacendado zero fresh gas,0.65,2.0,L,refresco naranja,mercadona
366,Refresco de naranja Hacendado zero fresh gas,1.68,1.98,L,refresco naranja,mercadona
367,Refresco de naranja Hacendado zero fresh gas,0.28,0.33,L,refresco naranja,mercadona
368,Tonica original Schweppes,4.72,2.64,L,tonica,mercadona
369,Tonica original Schweppes,0.79,0.33,L,tonica,mercadona
370,Tonica original Schweppes,4.5,1.5,L,tonica,mercadona
371,Tonica original Schweppes,0.75,0.25,L,tonica,mercadona
372,Tonica Hacendado,0.58,5.0,L,tonica,mercadona
373,Tonica Hacendado,1.38,1.98,L,tonica,mercadona
374,Tonica Hacendado,0.23,0.33,L,tonica,mercadona
375,Tonica Hacendado,1.5,1.2,L,tonica,mercadona
376,Tonica zero calorias Schweppes,4.72,2.64,L,tonica,mercadona
377,Tonica zero calorias Schweppes,0.79,0.33,L,tonica,mercadona
378,Tonica Nordic Mist,3.44,2.0,L,tonica,mercadona
379,Tonica Nordic Mist,0.5,0.25,L,tonica,mercadona
382,Tonica pink Schweppes,4.72,2.64,L,tonica,mercadona
383,Tonica pink Schweppes,0.79,0.33,L,tonica,mercadona
384,Tonica con toque lima Schweppes,4.95,0.8,L,tonica,mercadona
385,Tonica con toque lima Schweppes,1.65,0.2,L,tonica,mercadona
388,Refresco al limon Nestea,5.68,2.64,L,refresco limon,mercadona
389,Refresco al limon Nestea,0.73,0.33,L,refresco limon,mercadona
390,Refresco al limon Nestea,1.67,5.0,L,refresco limon,mercadona
391,Refresco te verde Hacendado,0.75,5.0,L,nestea,mercadona
392,Refresco te verde Hacendado,1.8,1.98,L,nestea,mercadona
393,Refresco te verde Hacendado,0.3,0.33,L,nestea,mercadona
394,Refresco te sabor limon Hacendado cero,0.7,5.0,L,refresco limon,mercadona
395,Refresco te sabor limon Hacendado cero,1.8,1.98,L,refresco limon,mercadona
396,Refresco te sabor limon Hacendado cero,0.3,0.33,L,refresco limon,mercadona
397,Refresco te sabor mango Hacendado cero,0.75,5.0,L,nestea,mercadona
398,Refresco te sabor limon Hacendado,0.7,5.0,L,refresco limon,mercadona
399,Refresco te sabor limon Hacendado,1.8,1.98,L,refresco limon,mercadona
400,Refresco te sabor limon Hacendado,0.3,0.33,L,refresco limon,mercadona
401,Refresco te sabor melocoton Hacendado cero,0.7,5.0,L,nestea,mercadona
402,Refresco te sabor melocoton Hacendado cero,1.8,1.98,L,nestea,mercadona
403,Refresco te sabor melocoton Hacendado cero,0.3,0.33,L,nestea,mercadona
404,Refresco te con limon Hacendado para diluir,1.3,0.432,kg,refresco limon,mercadona
405,Refresco te con melocoton Hacendado para diluir,1.3,0.432,kg,nestea,mercadona
406,Refresco te sabor mango y pina Hacendado,0.8,5.0,L,nestea,mercadona
408,Refresco de naranja Simon Life sin gas,1.35,5.0,L,refresco naranja,mercadona
409,Refresco de naranja Gold Spring sin gas,1.05,2.0,L,refresco naranja,mercadona
410,Refresco de naranja Gold Spring sin gas,1.1,1.32,L,refresco naranja,mercadona
411,Refresco fusion de frutas Gold Spring cero sin gas,1.05,2.0,L,refresco otro,mercadona
412,Refresco de naranja Trina sin gas,3.92,2.64,L,refresco naranja,mercadona
413,Refresco de naranja Trina sin gas,0.55,0.33,L,refresco naranja,mercadona
414,Refresco de naranja Trina sin gas,1.39,5.0,L,refresco naranja,mercadona
415,Refresco Sunny Delight Florida sin gas,1.5,0.8,L,refresco otro,mercadona
417,Refresco de manzana sin gas,0.8,5.0,L,refresco otro,mercadona
418,Refresco pina-coco Gold Spring cero sin gas,1.05,2.0,L,refresco otro,mercadona
419,Refresco de naranja Trina zero sin gas,3.92,2.64,L,refresco naranja,mercadona
420,Refresco de naranja Trina zero sin gas,0.55,0.33,L,refresco naranja,mercadona
421,Agua de coco Chaokoh 100% natural,2.4,1.0,L,agua otro,mercadona
422,Agua de coco Chaokoh 100% natural,1.3,0.33,L,agua otro,mercadona
423,Refresco sandia Gold Spring cero sin gas,1.05,2.0,L,refresco otro,mercadona
424,Refresco Caribe Gold Spring cero sin gas,1.05,2.0,L,refresco otro,mercadona
425,Refresco de naranja Gold Spring sin gas y sin azucares anadidos,1.05,2.0,L,refresco naranja,mercadona
427,Agua-Fruta de frutos rojos Hacendado,0.7,1.0,L,agua otro,mercadona
428,Agua-Fruta de limon Hacendado,0.7,1.0,L,agua otro,mercadona
430,Aceitunas manzanilla rellenas de anchoa Hacendado,1.9,0.45,kg,aceitunas,mercadona
431,Aceitunas manzanilla rellenas de anchoa Hacendado,2.15,0.3,kg,aceitunas,mercadona
432,Aceitunas rellenas de anchoa Hacendado reducido en sal,0.8,52.5,kg,aceitunas,mercadona
433,Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal,1.8,0.15,kg,aceitunas,mercadona
434,Aceitunas rellenas de anchoa Hacendado,1.15,39.0,kg,aceitunas,mercadona
435,Aceitunas rellenas de anchoa Hacendado,3.1,27.6,kg,aceitunas,mercadona
436,Aceitunas manzanilla Hacendado sin hueso,1.7,334.0,kg,aceitunas,mercadona
437,Aceitunas manzanilla Hacendado sin hueso,1.3,0.225,kg,aceitunas,mercadona
438,Aceitunas gazpacha Hacendado con hueso,2.0,417.5,kg,aceitunas,mercadona
439,Aceitunas estilo caseras Hacendado partidas alinadas,2.45,517.0,kg,aceitunas,mercadona
440,Aceitunas manzanilla Hacendado con hueso,1.6,417.5,kg,aceitunas,mercadona
441,Aceitunas rellenas de limon Hacendado,1.3,52.5,kg,aceitunas,mercadona
442,Aceitunas manzanilla alinadas Hacendado sin hueso,1.5,84.0,kg,aceitunas,mercadona
443,Aceitunas chupadedos Huerta de Barros partidas alinadas con hueso,2.8,588.0,kg,aceitunas,mercadona
444,Aceitunas rellenas con pepinillo Hacendado,1.99,61.2,kg,aceitunas,mercadona
445,Aceitunas rellenas de jalapeno Hacendado,1.35,52.5,kg,aceitunas,mercadona
446,Aceitunas alorena Roldan partida con hueso,3.0,27.39,kg,aceitunas,mercadona
447,Aceitunas Campo Real Guerra con hueso,3.3,3.8,kg,aceitunas,mercadona
448,Aceitunas rellenas de pimiento asado Hacendado,1.0,52.5,kg,aceitunas,mercadona
449,Aceitunas rellenas de pimiento Hacendado,1.6,0.15,kg,aceitunas,mercadona
450,Aceitunas manzanilla sabor anchoa Hacendado con hueso,2.6,495.55,kg,aceitunas,mercadona
451,Aceitunas manzanilla sabor anchoa Hacendado con hueso,1.0,107.5,kg,aceitunas,mercadona
452,Aceitunas alinadas Hacendado sin hueso,2.6,334.0,kg,aceitunas,mercadona
453,Aceitunas gordal Hacendado con hueso,2.3,280.0,kg,aceitunas,mercadona
454,Aceitunas con salsa mojo picon Iruela sin hueso,3.75,0.485,kg,aceitunas,mercadona
455,Aceitunas negras Hacendado sin hueso,0.9,52.5,kg,aceitunas negras,mercadona
456,Aceitunas negras cacerenas Hacendado a rodajas,1.65,0.15,kg,aceitunas negras,mercadona
457,Aceitunas negras Hacendado con hueso,0.8,64.75,kg,aceitunas negras,mercadona
458,Aceitunas negras naturales de Aragon Hacendado,1.8,0.25,kg,aceitunas negras,mercadona
459,Banderillas picantes Hacendado,0.99,55.2,kg,banderillas,mercadona
460,Aperitivo de encurtidos Hacendado,1.3,244.55,kg,guidillas en vinagre,mercadona
461,Banderillas gildas Hacendado pinchos de anchoa,2.0,14.25,kg,banderillas,mercadona
462,Banderillas de anchoa y boqueron Hacendado en aceite de girasol,1.9,13.775,kg,banderillas,mercadona
464,Coctel de encurtidos Hacendado en vinagre,2.15,254.6,kg,guidillas en vinagre,mercadona
465,Pincho de salazones y encurtidos Hacendado,2.3,14.875,kg,guidillas en vinagre,mercadona
467,Banderillas dulces Hacendado en vinagre,0.99,55.2,kg,banderillas,mercadona
469,Altramuces Hacendado,1.2,303.6,kg,altramuces,mercadona
470,Alcaparras Hacendado en vinagre,0.95,10.8,kg,alcaparras,mercadona
476,Cebollitas Hacendado,0.95,66.5,kg,cebollitas en vinagre,mercadona
478,Ajos alinados Hacendado,1.5,81.075,kg,ajo,mercadona
479,Cebolla grande Hacendado,1.3,247.9,kg,cebolla,mercadona
480,Alcaparrones Hacendado en vinagre,1.7,64.8,kg,alcaparras,mercadona
481,Berenjenas de Almagro Antonio alino suave,1.89,280.0,kg,alino,mercadona
483,Altramuces Dorisol,1.0,0.285,kg,altramuces,mercadona
484,Mix de pepinillos y cebollitas Hacendado,1.25,247.9,kg,cebollitas en vinagre,mercadona
485,Guindillas picantes El Cabildo en vinagre,1.0,38.4,kg,guidillas en vinagre,mercadona
486,Piparra Hacendado,2.5,35.625,kg,piparras en vinagre,mercadona
490,Pistacho tostado Hacendado 0% sal anadida,1.8,0.15,kg,sal,mercadona
491,Cacahuete frito con sal Borges pelado,0.8,0.25,kg,sal,mercadona
492,Pipas girasol tostadas Hacendado gigante aguasal,1.05,0.2,kg,agua otro,mercadona
493,Anacardo natural Hacendado,2.0,0.15,kg,anacardos,mercadona
494,Palomitas de maiz con sal Hacendado para microondas,0.75,0.81,kg,sal,mercadona
495,Anacardo frito salado Hacendado,2.1,0.2,kg,anacardos,mercadona
496,Avellana tostada Hacendado 0% sal anadida pelada,2.9,0.2,kg,sal,mercadona
499,Maiz frito crujiente y tierno Hacendado,0.95,0.17,kg,maiz frito (quicos),mercadona
500,Almendra frita y salada Hacendado pelada,2.9,0.2,kg,almendras,mercadona
501,Cacahuete tostado Hacendado 0% sal anadida,1.35,0.4,kg,sal,mercadona
502,Almendra tostada Hacendado 0% sal anadida con piel,3.1,0.2,kg,sal,mercadona
503,Maiz palomitas Casa Mayor,0.7,0.25,kg,palomitas,mercadona
504,Maiz frito gigante Hacendado,0.9,0.15,kg,maiz frito (quicos),mercadona
506,Mezcla semillas Hacendado,1.1,0.2,kg,semillas,mercadona
507,Pipas calabaza natural Hacendado peladas,1.65,0.15,kg,pipas,mercadona
508,Castanas tostadas y peladas Hacendado,1.35,0.1,kg,castanas,mercadona
510,Cacahuete tostado con sal Hacendado,1.35,0.4,kg,sal,mercadona
511,Semillas chia Hacendado,1.25,0.15,kg,semillas,mercadona
512,Pipas de girasol fritas Hacendado peladas,0.9,0.2,kg,pipas,mercadona
513,Pipas girasol tijuana Grefusa,1.59,0.2,kg,pipas,mercadona
514,Palomitas de maiz sabor mantequilla Hacendado para microondas,1.15,0.81,kg,palomitas,mercadona
515,Almendra natural Hacendado sin piel,2.2,0.125,kg,almendras,mercadona
516,Pipas de calabaza tostadas Hacendado peladas,1.9,0.15,kg,pipas,mercadona
517,Semillas sesamo tostado Nat Sanno,1.15,0.15,kg,semillas,mercadona
518,Pipas girasol barbacoa Hacendado,1.1,0.2,kg,pipas,mercadona
519,Castanas,2.49,0.5,kg,castanas,mercadona
520,Pipas girasol naturales Hacendado peladas,0.85,0.2,kg,pipas,mercadona
521,Semillas lino dorado Hacendado,1.0,0.15,kg,semillas,mercadona
523,Pipas calabaza tostadas Hacendado aguasal,1.05,0.125,kg,agua otro,mercadona
524,Pipas girasol tostadas Hacendado 0% sal anadida,0.87,0.125,kg,sal,mercadona
525,Pinones Hacendado,1.55,0.1,kg,pinones,mercadona
526,Peladillas Hacendado,1.45,0.15,kg,peladillas,mercadona
527,Pistacho natural Hacendado pelado,2.55,0.1,kg,pistachos,mercadona
528,Almendra frita marcona Hacendado con sal pelada,3.55,0.2,kg,sal,mercadona
530,Palomitas de maiz dulces Hacendado para microondas,1.5,0.945,kg,palomitas,mercadona
531,Cacahuete tostado Hacendado pelado 0% sal anadida,1.0,0.2,kg,sal,mercadona
533,Cocktail mezcla Hacendado,1.2,0.3,kg,mix aperitivo,mercadona
534,Combinado frutos secos Hacendado,2.0,0.15,kg,frutos secos,mercadona
535,Cocktail crunchy sabores Hacendado,1.95,0.2,kg,mix aperitivo,mercadona
536,Cocktail rodeo Hacendado,1.75,0.25,kg,mix aperitivo,mercadona
537,Cocktail natural Hacendado,2.35,0.18,kg,mix aperitivo,mercadona
538,Cocktail mix natural Hacendado,1.0,0.05,kg,mix aperitivo,mercadona
539,Cocktail tostado 0% sal anadida Hacendado,2.15,0.175,kg,sal,mercadona
540,Cocktail tostado y ahumado Hacendado,2.15,0.175,kg,mix aperitivo,mercadona
541,Cocktail fruta deshidratada Hacendado,1.4,0.2,kg,mix aperitivo,mercadona
542,Cocktail picante Hacendado,1.55,0.2,kg,mix aperitivo,mercadona
543,Cocktail rumba Hacendado,2.0,0.5,kg,mix aperitivo,mercadona
544,Cocktail Mixbeans edamame & soja tostados y salados Hacendado,1.3,0.1,kg,mix aperitivo,mercadona
545,Pasas sultanas sin semillas Hacendado,1.8,0.35,kg,semillas,mercadona
546,Mango deshidratado Hacendado,1.3,0.06,kg,fruta deshidrata,mercadona
547,Manzana roja deshidratada Hacendado,0.7,0.02,kg,fruta deshidrata,mercadona
549,Datiles sin hueso Hacendado,2.25,0.35,kg,datiles,mercadona
550,Arandanos deshidratados Hacendado,2.0,0.2,kg,fruta deshidrata,mercadona
